numero_pedido,cliente,direccion,latitud,longitud,peso_kg
SC451431,Diego Sánchez,"Av. Corrientes 2426, Vicente López",-34.68928010471214,-58.50860991616229,79
SC747843,Diego Torres,"Av. Santa Fe 2400, Vicente López",-34.66509251873747,-58.542372780591045,66
SC594832,Juan Sánchez,"Av. Corrientes 4749, San Isidro",-34.53299061548607,-58.514750104074956,89
SC583008,Ana Díaz,"Av. Juan B. Justo 8456, La Matanza",-34.50022090715957,-58.36372939205038,54
SC649805,Laura Fernández,"Av. Libertador 8766, San Isidro",-34.590021305156924,-58.408396029676,55
SC657604,Carlos Sánchez,"Av. Rivadavia 1985, Avellaneda",-34.65513205109715,-58.37048709383997,59
SC779373,Ana Gómez,"Av. Rivadavia 5204, Berazategui",-34.607975947417096,-58.45623651387522,86
SC668006,Juan López,"Av. Juan B. Justo 3279, Tigre",-34.63806301606089,-58.54911567089683,100
SC952416,Luis Gómez,"Av. Santa Fe 4878, Quilmes",-34.55756822577121,-58.39948421694348,62
SC467402,María Díaz,"Av. Juan B. Justo 3439, Lomas de Zamora",-34.55370518303565,-58.454295317062126,88
SC926463,Ana García,"Av. Corrientes 2335, Berazategui",-34.65243806624197,-58.351948164275385,91
SC476958,Laura López,"Av. La Plata 9231, Avellaneda",-34.641084103536706,-58.40920347243588,98
SC318960,Laura Sánchez,"Av. Juan B. Justo 2988, San Martín",-34.63045736285181,-58.475393011690855,86
SC271765,Ana Rodríguez,"Av. La Plata 1683, Tigre",-34.67386076014628,-58.350550428011054,80
SC586242,Valentina Sánchez,"Av. Santa Fe 8562, La Matanza",-34.68329848065925,-58.44183802593788,79
SC199658,Valentina Sánchez,"Av. Rivadavia 6277, San Isidro",-34.51067983837023,-58.415703580262615,73
SC205063,Pedro Sánchez,"Av. Independencia 7516, San Isidro",-34.63604292527166,-58.44670478624664,92
SC716966,María Díaz,"Av. La Plata 4699, Berazategui",-34.62184025395592,-58.35591955406194,81
SC163184,Carlos García,"Av. Corrientes 4695, Avellaneda",-34.51171056467739,-58.42298584585625,69
SC630254,Diego Martínez,"Av. Cabildo 9009, San Martín",-34.66229327056012,-58.375459422353615,76
SC821907,Pedro Martínez,"Av. Libertador 6976, Quilmes",-34.51383282167726,-58.458454060729025,95
SC145184,Ana Torres,"Av. La Plata 5875, Vicente López",-34.502547563431186,-58.501267020479055,58
SC709923,Valentina Díaz,"Av. Belgrano 3211, Tigre",-34.65691685949217,-58.409591555913124,68
SC402276,Luis García,"Av. Libertador 8696, San Isidro",-34.61968065495927,-58.35055995311391,83
SC246065,Carlos López,"Av. Juan B. Justo 185, Tigre",-34.589251988485664,-58.519224567704626,59
SC594497,Diego Gómez,"Av. Juan B. Justo 7215, Morón",-34.56017823864284,-58.36165664708573,57
SC845183,Pedro Martínez,"Av. Cabildo 3087, Lomas de Zamora",-34.591796612666876,-58.40767677244823,94
SC784231,Valentina Gómez,"Av. Rivadavia 7580, Tigre",-34.638860554078235,-58.503347381661584,89
SC186658,Diego Pérez,"Av. La Plata 2111, Lomas de Zamora",-34.64003720552229,-58.41433183413822,88
SC737586,Juan Fernández,"Av. Belgrano 7410, Avellaneda",-34.58944330620752,-58.51070118385338,62
SC233358,Carlos Rodríguez,"Av. Rivadavia 6373, Quilmes",-34.56901921759813,-58.5036631956284,71
SC157174,Carlos García,"Av. Libertador 7371, La Matanza",-34.62493185984343,-58.438921407220356,59
SC472430,Juan Martínez,"Av. Cabildo 1885, Berazategui",-34.615344083337185,-58.358415163830436,97
SC263739,Laura López,"Av. Santa Fe 9308, San Isidro",-34.53511470608939,-58.50032810597457,57
SC513664,Ana Gómez,"Av. San Martín 6224, Berazategui",-34.60435064262809,-58.40758723060022,96
SC573887,Juan García,"Av. Corrientes 6914, Berazategui",-34.684478212416145,-58.53250321776596,61
SC428100,Diego Martínez,"Av. Santa Fe 3940, Quilmes",-34.512357982420376,-58.52875047190594,62
SC253551,Valentina Rodríguez,"Av. Corrientes 1285, San Martín",-34.54025292791767,-58.471358910729606,62
SC758987,Valentina Torres,"Av. Belgrano 1299, Tigre",-34.631103416558894,-58.51041148589827,50
SC350535,Sofía García,"Av. Independencia 6975, Quilmes",-34.65860623860989,-58.3995734937766,59
SC633801,Laura Gómez,"Av. Juan B. Justo 9185, Quilmes",-34.61921033322735,-58.515326165944025,88
SC141304,Carlos Torres,"Av. Cabildo 1305, Morón",-34.59053155827547,-58.41062683932056,83
SC845265,Laura Fernández,"Av. Cabildo 7063, Berazategui",-34.55722987269933,-58.452492026867056,66
SC211501,Sofía Gómez,"Av. Juan B. Justo 7233, Vicente López",-34.55782935652623,-58.529214596785636,55
SC604746,Laura Sánchez,"Av. Libertador 676, Quilmes",-34.617456385627214,-58.354338232402725,74
SC189601,Pedro Martínez,"Av. Santa Fe 4656, La Matanza",-34.51017572770083,-58.50947925423685,96
SC717583,Valentina García,"Av. Juan B. Justo 3115, La Matanza",-34.61254160268742,-58.37141136977563,87
SC697225,Luis Sánchez,"Av. San Martín 916, Berazategui",-34.52995253992533,-58.46000924136438,68
SC871917,Juan Rodríguez,"Av. Corrientes 9195, San Isidro",-34.64090778979879,-58.41621133585803,66
SC735992,Juan Fernández,"Av. Cabildo 8860, Berazategui",-34.658609895027915,-58.43664775894527,65
SC119789,Juan Rodríguez,"Av. Independencia 802, Lomas de Zamora",-34.55912323226285,-58.40723379552118,60
SC403612,Laura Gómez,"Av. Juan B. Justo 5987, La Matanza",-34.52280432684526,-58.50073017278981,78
SC843368,Laura Gómez,"Av. Independencia 549, San Isidro",-34.65094012099356,-58.417866017198044,97
SC815498,Sofía Torres,"Av. Rivadavia 2831, Avellaneda",-34.64032372520188,-58.46854909772731,87
SC111286,Valentina Rodríguez,"Av. Rivadavia 5061, Tigre",-34.56454169981103,-58.43929680123277,90
SC830686,Diego López,"Av. Cabildo 3635, Tigre",-34.53407861360205,-58.36619747049575,71
SC481393,Laura Díaz,"Av. Cabildo 7703, La Matanza",-34.613528788173056,-58.47738129396013,77
SC399623,Luis Gómez,"Av. La Plata 9699, Morón",-34.650346955154404,-58.363626670143766,62
SC642194,Pedro Fernández,"Av. Belgrano 9973, Vicente López",-34.641361642480625,-58.39955590234279,70
SC955749,María Rodríguez,"Av. San Martín 6073, La Matanza",-34.61995237165919,-58.50920166549986,65
SC252175,Ana López,"Av. San Martín 6098, San Isidro",-34.584179255406205,-58.35838708293249,51
SC761252,Ana Sánchez,"Av. Corrientes 995, San Martín",-34.51876868633006,-58.51716048516756,62
SC771736,María Rodríguez,"Av. Rivadavia 425, Quilmes",-34.68568812574809,-58.491065144174655,83
SC504590,Diego Pérez,"Av. Belgrano 1229, Lomas de Zamora",-34.53117469260167,-58.52317975501066,84
SC622285,Laura López,"Av. Santa Fe 1732, San Isidro",-34.61388059204828,-58.39945352949974,74
SC256272,Ana Fernández,"Av. Juan B. Justo 741, Vicente López",-34.561220904503706,-58.50384711324174,85
SC713313,Ana Gómez,"Av. Santa Fe 6661, San Martín",-34.504121431285284,-58.39691801333601,76
SC202310,Carlos Gómez,"Av. Libertador 9452, Lomas de Zamora",-34.604279499881294,-58.455533585072175,70
SC782424,Laura Sánchez,"Av. San Martín 1643, Morón",-34.55735397426445,-58.50348648219219,71
SC984144,Valentina Rodríguez,"Av. Belgrano 276, Berazategui",-34.527701773663914,-58.42909448218045,77
SC345578,Juan Martínez,"Av. Libertador 5356, La Matanza",-34.69415408011336,-58.37993620276874,64
SC163288,Valentina López,"Av. Independencia 3623, San Martín",-34.63662233923056,-58.377942088812254,100
SC688037,Pedro García,"Av. Santa Fe 1817, Avellaneda",-34.504444486506664,-58.3796106174227,85
SC394185,Diego Gómez,"Av. Independencia 8037, Vicente López",-34.56098366582993,-58.37695429667366,71
SC927808,Laura García,"Av. Libertador 2534, Quilmes",-34.53666513642682,-58.4389327619006,88
SC919303,Diego Fernández,"Av. Belgrano 6767, Berazategui",-34.550373902484615,-58.37717076931459,72
SC481817,Diego Torres,"Av. Juan B. Justo 2292, Vicente López",-34.62715876863994,-58.43928653505407,80
SC369531,Ana Torres,"Av. Cabildo 7110, Lomas de Zamora",-34.695278844165536,-58.37502102493994,73
SC770830,María García,"Av. Juan B. Justo 3191, Tigre",-34.609674460599514,-58.365441182703975,55
SC434495,Diego Rodríguez,"Av. Rivadavia 6776, San Isidro",-34.51725543002546,-58.54606788600759,54
SC141688,Juan Sánchez,"Av. Belgrano 5570, San Martín",-34.60876032831473,-58.416452170774775,90
SC102582,María Sánchez,"Av. Rivadavia 6848, Quilmes",-34.64649232938214,-58.534066734666666,58
SC959839,Juan Torres,"Av. Santa Fe 5320, Morón",-34.60789965626017,-58.51384511724055,90
SC230764,Luis Torres,"Av. Belgrano 1188, Quilmes",-34.564749409263854,-58.370707760869635,87
SC105670,Carlos Rodríguez,"Av. Cabildo 1789, San Isidro",-34.62231261999768,-58.49302250727669,82
SC628801,Luis Pérez,"Av. Libertador 5138, La Matanza",-34.63440713350971,-58.38588619303211,79
SC577482,Pedro López,"Av. San Martín 9857, San Martín",-34.623562626793905,-58.37816489406674,75
SC209343,María López,"Av. Santa Fe 8674, La Matanza",-34.69218795889391,-58.40127694239585,80
SC494877,Juan Martínez,"Av. Cabildo 4979, Quilmes",-34.613739809623944,-58.49607515880138,55
SC203339,Ana Gómez,"Av. Independencia 988, Avellaneda",-34.622745484568064,-58.41829607659462,80
SC564820,Carlos Díaz,"Av. Santa Fe 9122, Quilmes",-34.559948825884874,-58.483848047010184,59
SC501461,Juan Torres,"Av. San Martín 3780, San Martín",-34.68286239728372,-58.48263946282178,57
SC394109,Laura Rodríguez,"Av. Cabildo 6354, San Isidro",-34.62131887773088,-58.498794771965365,70
SC740372,Laura García,"Av. Corrientes 6387, Quilmes",-34.66357904330799,-58.38047406506052,54
SC981811,Sofía Fernández,"Av. Cabildo 7811, La Matanza",-34.6827085539653,-58.49653374631137,59
SC622879,Valentina Díaz,"Av. Santa Fe 2700, Vicente López",-34.58401373377839,-58.443946522527234,61
SC414036,Juan Díaz,"Av. Juan B. Justo 8510, Vicente López",-34.58636203518343,-58.39430946676635,72
SC139076,María Torres,"Av. La Plata 7242, La Matanza",-34.689406566019436,-58.474355580282314,97
SC168371,Ana Pérez,"Av. Juan B. Justo 6000, Vicente López",-34.687784455853205,-58.38576899068414,86
SC817999,Carlos Sánchez,"Av. Cabildo 6069, Quilmes",-34.56772629949213,-58.449982551272235,61
SC826802,Sofía López,"Av. Libertador 9110, La Matanza",-34.55354788791857,-58.49344746162634,96
SC355768,Carlos Pérez,"Av. Belgrano 590, San Martín",-34.50325710262186,-58.49277619940836,66
SC803991,Valentina Fernández,"Av. Juan B. Justo 4554, San Martín",-34.679333037875686,-58.3952998990802,95
SC457918,Carlos Torres,"Av. Belgrano 7982, Quilmes",-34.65939169102256,-58.49970604444926,92
SC599838,Sofía Díaz,"Av. Corrientes 6677, La Matanza",-34.51368070334613,-58.35577115322643,73
SC150403,Juan Torres,"Av. Rivadavia 7854, Avellaneda",-34.53760201061427,-58.40224817256964,79
SC730990,Laura Gómez,"Av. Independencia 4358, Lomas de Zamora",-34.53134634720607,-58.48243932581179,53
SC622385,Luis Rodríguez,"Av. Santa Fe 7138, La Matanza",-34.57761133491692,-58.39689021306402,68
SC294913,Luis López,"Av. Santa Fe 225, Vicente López",-34.52693782412501,-58.490119954955276,89
SC254820,Luis López,"Av. San Martín 6723, Avellaneda",-34.56521604242524,-58.48506119268741,100
SC181753,Carlos Fernández,"Av. Rivadavia 2534, San Martín",-34.57099318304891,-58.523163628661045,69
SC898359,Sofía Pérez,"Av. Rivadavia 6720, Lomas de Zamora",-34.629259181600666,-58.45866256886573,55
SC272421,Valentina García,"Av. Independencia 7093, Lomas de Zamora",-34.67347351608655,-58.4663071089985,66
SC703364,Ana Torres,"Av. Santa Fe 9819, Berazategui",-34.67286160823455,-58.486862317409,51
SC144171,Sofía Rodríguez,"Av. Libertador 7697, San Isidro",-34.62395513570568,-58.388767276038585,62
SC433841,Laura Pérez,"Av. Independencia 744, San Martín",-34.555289151937046,-58.36805225647515,99
SC268747,Ana Gómez,"Av. Juan B. Justo 3864, Vicente López",-34.5374130125121,-58.39987961380793,85
SC469044,Ana Díaz,"Av. Cabildo 188, Quilmes",-34.53054291449934,-58.49578555064314,72
SC774938,María Sánchez,"Av. Corrientes 6950, Vicente López",-34.62095069223258,-58.5136160394506,80
SC625248,Valentina Gómez,"Av. Santa Fe 9403, San Martín",-34.65690432575736,-58.365906553646525,68
SC423569,Diego Sánchez,"Av. Corrientes 1869, Quilmes",-34.50160623205589,-58.498657532271416,59
SC634610,María Martínez,"Av. San Martín 4761, Avellaneda",-34.61397882647021,-58.47109279371932,95
SC467192,Carlos Gómez,"Av. Corrientes 4869, Quilmes",-34.61324009011553,-58.417581767246155,53
SC610924,Luis López,"Av. San Martín 4278, Tigre",-34.53091387685822,-58.507640789687414,89
SC888322,Diego Martínez,"Av. San Martín 3667, San Isidro",-34.526811732449886,-58.43889484186231,97
SC907038,Sofía Rodríguez,"Av. Corrientes 9861, San Martín",-34.63288678280335,-58.48181293582036,72
SC669224,Valentina Torres,"Av. San Martín 4706, Avellaneda",-34.584560706985805,-58.36015804289651,54
SC779690,Sofía Martínez,"Av. Rivadavia 5197, Lomas de Zamora",-34.524610172706936,-58.37094013323753,75
SC780299,Sofía Gómez,"Av. Santa Fe 5006, Avellaneda",-34.62780341877698,-58.45140649312207,77
SC327413,María Díaz,"Av. Rivadavia 4852, Berazategui",-34.50768941085264,-58.48956941421056,67
SC221469,Juan Sánchez,"Av. Rivadavia 2259, Vicente López",-34.584550105738835,-58.41811030182703,93
SC623877,Pedro Rodríguez,"Av. Cabildo 6384, La Matanza",-34.58797219250407,-58.54692426701971,94
SC746274,Laura Torres,"Av. Rivadavia 7961, Tigre",-34.68605645126757,-58.4254136747602,61
SC136753,Carlos García,"Av. Juan B. Justo 7617, Vicente López",-34.692521354627644,-58.35989916125445,92
SC819407,Valentina García,"Av. La Plata 8553, Tigre",-34.550469232547016,-58.44554629541047,86
SC825947,María Torres,"Av. Independencia 6983, San Martín",-34.55254592819244,-58.469373750867014,87
SC528209,Valentina López,"Av. Corrientes 1494, Avellaneda",-34.689448003330924,-58.49998867719531,61
SC791385,Ana Martínez,"Av. Santa Fe 8272, Tigre",-34.58075254609275,-58.36997384628107,99
SC132976,Laura García,"Av. Rivadavia 133, Avellaneda",-34.647277976877845,-58.40051171999299,83
SC980776,Pedro García,"Av. Juan B. Justo 508, Vicente López",-34.677465653802855,-58.44562520795661,56
SC150579,Laura García,"Av. Independencia 3854, La Matanza",-34.619649943534306,-58.50605185508285,76
SC996330,Juan Fernández,"Av. Libertador 9464, Vicente López",-34.68024585576552,-58.440492384113526,73
SC302469,María Torres,"Av. Santa Fe 2476, San Isidro",-34.602543192091176,-58.471013960497345,56
SC803146,Carlos López,"Av. La Plata 6562, San Isidro",-34.55017777995063,-58.48806961751529,96
SC473623,Pedro Díaz,"Av. La Plata 814, La Matanza",-34.63999350834855,-58.470187118135975,96
SC872136,Carlos García,"Av. Cabildo 8746, San Isidro",-34.61595792476619,-58.40665706135277,60
SC180034,María Rodríguez,"Av. La Plata 8936, Vicente López",-34.661155492737514,-58.45283772173593,92
SC624591,Luis Martínez,"Av. Belgrano 9711, San Isidro",-34.547191395040144,-58.51457260577512,80
SC488122,Carlos Díaz,"Av. San Martín 4356, Quilmes",-34.50800452558075,-58.43014988730493,70
SC732906,María Pérez,"Av. Santa Fe 7774, San Martín",-34.66911560661631,-58.4223521967917,71
SC751374,Carlos López,"Av. Cabildo 4770, Quilmes",-34.57554654533061,-58.49017747014487,52
SC621895,Ana Fernández,"Av. Juan B. Justo 5206, Morón",-34.55422682828833,-58.47377322881334,69
SC916363,Laura Pérez,"Av. Rivadavia 7028, La Matanza",-34.65231765050465,-58.47393487866129,76
SC103834,Diego Fernández,"Av. Rivadavia 4917, Quilmes",-34.59038211942259,-58.533242769545616,67
SC816832,Ana Martínez,"Av. Belgrano 8766, San Martín",-34.6728405133769,-58.378090591449165,50
